Étiquettes de lignes;freqlemfilms2;nblettres;nbphons;old20;pld20
primaire;7.31;16;12;4.6;3.2
primaires;7.31;18;12;5.2;3.2
printanier;0.66;10;8;3.5;2.9
printanière;0.66;11;9;3.5;3.4
printanières;0.66;12;9;3.55;3.4
printaniers;0.66;11;8;3.5;2.9
priorité;12.15;8;9;2.8;3.25
priorités;12.15;9;9;2.9;3.25
prisa;2.59;5;5;1.45;1.25
prisait;2.59;7;5;1.55;1.25
prisé;2.59;5;5;1.3;1.15
prisée;2.59;6;5;1.25;1.15
prisées;2.59;14;10;2.7;2.3
prisent;2.59;7;4;1.4;1
priser;2.59;6;5;1.35;1.15
prisés;2.59;6;5;1.4;1.15
privation;1.55;9;8;2.45;2.4
privations;1.55;10;8;2.6;2.4
processus;10.86;9;8;2.75;2.85
procureur;29.45;9;8;2.4;2.25
procureurs;29.45;10;8;2.5;2.25
profusion;0.24;9;8;2.65;2.55
progressif;1.01;10;9;2.35;2.65
progressive;1.01;11;9;2.55;2.6
progressives;1.01;12;9;2.8;2.6
projectile;1.4;10;9;3.1;3.25
projectiles;1.4;11;9;3.15;3.25
prolétaire;2.99;20;16;6.4;5.4
prolétaires;2.99;22;16;6.4;5.4
propage;6.42;7;6;1.7;1.7
propagé;6.42;7;7;2.15;1.85
propagea;6.42;8;7;2.05;1.95
propageait;6.42;10;7;2.5;1.85
propageant;6.42;10;7;2.55;2.05
propagée;6.42;8;7;2.15;1.85
propagées;6.42;9;7;2.3;1.85
propagent;6.42;9;6;2.2;1.7
propager;6.42;8;7;1.85;1.85
propagèrent;6.42;11;8;2.8;2.3
propagés;6.42;8;7;2.3;1.85
propagez;6.42;8;7;2.1;1.85
propulsa;1.37;8;8;2.3;2.45
propulsait;1.37;10;8;2.4;2.4
propulsant;1.37;10;8;2.5;2.45
propulse;1.37;8;7;2.05;2.2
propulsé;1.37;8;8;2.35;2.4
propulsée;1.37;9;8;2.35;2.4
propulsées;1.37;10;8;2.5;2.4
propulsent;1.37;10;7;2.45;2.2
propulser;1.37;9;8;2.2;2.4
propulsés;1.37;9;8;2.35;2.4
prospère;4.85;16;14;5;4.6
prospères;4.85;18;14;5.5;4.6
prospérité;3.09;10;10;2.95;3.3
prospérités;3.09;11;10;3.35;3.3
prosterna;1.75;9;9;2.35;2.6
prosternaient;1.75;13;9;2.8;2.6
prosternais;1.75;11;9;2.65;2.6
prosternant;1.75;11;9;2.55;2.55
prosterne;1.75;9;8;2.2;2.35
prosterné;1.75;9;9;2.4;2.6
prosternent;1.75;11;8;2.45;2.35
prosterner;1.75;10;9;2.35;2.6
prosternèrent;1.75;13;10;3.4;3
prosternés;1.75;10;9;2.35;2.6
prosternez;1.75;10;9;2.45;2.6
prostré;0.42;7;7;2.4;2.15
prostrée;0.42;8;7;2.25;2.15
prostrés;0.42;8;7;2.4;2.15
protocole;6.01;9;8;3.5;3.1
protocoles;6.01;10;8;3.55;3.1
proue;1.3;5;3;1.45;1.1
prouesse;1.15;8;5;2;1.95
prouesses;1.15;9;5;2.15;1.95
provinciale;1.26;11;9;3.4;3.65
provocant;1.23;9;7;2.55;2.2
provocante;1.23;10;8;2.75;2.6
provocantes;1.23;11;8;3.05;2.6
provocants;1.23;10;7;2.95;2.2
prunes;2.94;6;4;1.7;1.7
psaume;1.73;6;4;1.9;1.95
psaumes;1.73;7;4;2;1.95
psychanalyse;1.57;24;20;7.8;7.1
psychanalyses;1.57;26;20;8.6;7.1
pub;25.65;3;3;1.5;1.75
pubs;25.65;4;3;1.65;1.75
puceau;5.22;12;8;3.8;3.6
puceaux;5.22;14;8;3.9;3.6
pucelle;5.22;14;10;3.9;4
pucelles;5.22;16;10;4;4
pudique;1.12;7;5;1.85;1.85
pudiques;1.12;8;5;2;1.85
puissamment;0.18;22;14;6.8;5.7
pupille;3.92;7;5;2.05;1.95
pupilles;3.92;8;5;2.2;1.95
purge;6.8;10;8;3.1;2.9
purges;6.8;12;8;3.2;2.9
purifiait;7.92;9;7;2.45;2.15
purifiant;7.97;18;14;4.7;4.1
purifie;7.92;7;6;2.05;2
purifié;7.92;7;7;2.15;1.8
purifiée;7.92;8;7;2.1;1.8
purifient;7.92;9;6;2.15;2
purifier;7.92;8;7;2.1;1.8
purifiés;7.92;8;7;2.05;1.8
purifiez;7.92;8;7;2.15;1.8
purifions;7.92;9;7;2.5;2.15
quadrille;1.55;18;12;4.3;3.5
quiétude;0.64;8;6;3.05;2.8
quille;2.89;6;3;1.75;1
quilles;2.89;7;3;1.85;1
quinte;1.42;6;3;1.45;1
quintes;1.42;7;3;1.8;1
rabâchait;1.46;9;6;2.45;1.65
rabâchant;1.46;9;6;2.5;1.7
rabâche;1.46;7;5;1.9;1.6
rabâché;1.46;7;6;2.4;1.7
rabâcher;1.46;8;6;2.25;1.7
rabâches;1.46;8;5;2.05;1.6
rabougri;0.44;16;14;5.1;5.6
rabougrie;0.44;18;14;5.4;5.6
rabougris;0.44;18;14;5.1;5.6
raccourcie;2.46;10;7;2.45;2.5
raccourcies;2.46;11;7;2.7;2.5
raccourcir;2.46;10;8;2.45;2.3
raccourcira;2.46;11;9;3;2.6
raccourcissait;2.46;14;9;3.4;2.5
raccourcissant;2.46;14;9;3.35;2.55
raccourcisse;2.46;12;8;3.25;2.35
raccourcissent;2.46;14;8;3.25;2.35
raccourcit;2.46;10;7;2.45;2.5
raciste;8.51;14;12;3.8;3.8
racistes;8.51;16;12;3.8;3.8
radeau;3.27;6;4;1.8;1
radeaux;3.27;7;4;1.75;1
rafla;3.56;5;5;1.75;1.45
raflais;3.56;7;5;1.9;1.4
raflait;3.56;7;5;1.8;1.4
raflant;3.56;7;5;1.85;1.4
raflé;3.56;5;5;1.7;1.25
raflée;3.56;6;5;1.7;1.25
raflées;3.56;7;5;1.75;1.25
raflent;3.56;7;4;1.9;1.05
rafler;3.56;6;5;1.65;1.25
raflera;3.56;7;7;1.9;1.85
raflerait;3.56;9;7;1.95;1.85
ragot;5.79;10;8;3.2;2.9
ragots;5.79;12;8;3.2;2.9
ragoût;3.44;6;4;2.05;1.65
ragoûts;3.44;7;4;2.15;1.65
rai;2.5;3;2;1;1
rais;2.5;4;2;1;1
rajustant;0.41;9;7;2.25;1.8
rajuste;0.41;7;6;1.7;1.7
rajustent;0.41;9;6;2.35;1.7
rajuster;0.41;8;7;2.2;1.8
rameau;1.92;6;4;1.85;1.3
rameaux;1.92;7;4;1.85;1.3
rancoeur;1.31;8;5;2.6;1.75
rancoeurs;1.31;9;5;2.8;1.75
randonnée;2.35;18;12;4.2;3.6
randonnées;2.35;20;12;4.5;3.6
rapatrié;2.63;16;18;4.8;4.9
rapatriés;2.63;27;27;7.35;7.35
râpe;2.47;8;6;3.3;2
râper;1.22;5;4;1.8;1
rapiécé;0.18;7;7;2.65;2.7
rapiécée;0.18;8;7;2.65;2.7
rappliquaient;4.22;13;7;2.95;1.65
rapplique;4.22;9;6;1.9;1.75
rappliqué;4.22;9;7;2.3;1.75
rappliquent;4.22;11;6;2.35;1.75
rappliquer;4.22;10;7;2.1;1.75
rappliques;4.22;10;6;2;1.75
rappliquez;4.22;10;7;2.25;1.75
rasade;0.47;6;5;1.9;1.9
rasades;0.47;7;5;1.9;1.9
rassasié;2.01;16;14;4.9;4.6
rassasiée;2.01;18;14;4.8;4.6
rassasiés;2.01;18;14;4.8;4.6
rassérénait;0.02;11;8;3.15;2.75
rassérénés;0.02;10;8;2.85;2.75
ratatiné;1.09;16;16;5;5.3
ratatinée;1.09;18;16;4.9;5.3
ratatinées;1.09;20;16;5.2;5.3
ratatinés;1.09;18;16;4.9;5.3
ratissaient;3.45;11;6;1.85;1.4
ratissais;3.45;9;6;1.95;1.4
ratissait;3.45;9;6;1.75;1.4
ratissant;3.45;9;6;1.8;1.5
ratisse;3.45;7;5;1.65;1.2
ratissé;3.45;7;6;1.8;1.5
ratissée;3.45;8;6;1.8;1.5
ratisser;3.45;8;6;1.8;1.5
ratissés;3.45;8;6;2;1.5
raton;1.7;5;4;1.7;1.05
ravisa;0.99;6;6;1.65;1.55
ravisait;0.99;8;6;1.65;1.45
ravisant;0.99;8;6;1.65;1.55
ravise;0.99;6;5;1.35;1.4
ravisé;0.99;6;6;1.6;1.6
ravisée;0.99;7;6;1.65;1.6
raviser;0.99;7;6;1.55;1.6
raviva;2.17;6;6;1.75;1.65
ravivant;2.17;8;6;1.7;1.5
ravive;2.17;6;5;1.5;1.45
ravivé;2.17;6;6;1.7;1.6
ravivée;2.17;7;6;1.75;1.6
ravivent;2.17;8;5;1.7;1.45
raviver;2.17;7;6;1.7;1.6
rayonnage;0.06;9;7;2.05;2.3
rayonnages;0.06;10;7;2.3;2.3
rayonnante;1.65;10;7;2.4;2.35
rayonnantes;1.65;11;7;2.7;2.35
rayonnants;1.65;10;6;2.4;1.7
réalisme;1.19;8;7;1.85;1.6
rebut;2.55;10;8;3.1;2.9
rebutaient;0.71;10;6;2.15;1.6
rebute;0.71;6;5;1.65;1.6
rebuté;0.71;6;6;1.7;1.65
rebutée;0.71;7;6;1.8;1.65
rebutées;0.71;8;6;1.95;1.65
rebutent;0.71;8;5;1.95;1.6
rebuter;0.71;7;6;1.85;1.65
rebutés;0.71;7;6;1.8;1.65
recharge;4.9;16;12;3.7;3.6
recharges;4.9;18;12;3.8;3.6
réconciliation;2.62;14;12;3.6;3.6
réconciliations;2.62;15;12;3.9;3.6
réconfortante;2;13;10;3.05;2.95
réconfortantes;2;14;10;3.45;2.95
réconfortants;2;13;9;3;2.3
reconnaissable;0.56;14;10;2.9;3.2
reconnaissables;0.56;15;10;3.05;3.2
record;13.34;6;5;1.75;1.55
records;13.34;7;5;1.75;1.55
recourait;1.92;9;6;1.65;1.05
recourant;1.92;9;6;1.65;1.35
recourbé;0.13;16;14;3.6;3.5
recourbée;0.13;18;14;4.5;3.5
recourbées;0.13;20;14;4.9;3.5
recourbés;0.13;18;14;4.3;3.5
recourent;1.92;9;5;1.85;1.2
recourir;1.92;8;7;1.9;1.8
recourons;1.92;9;6;1.95;1.35
recourt;1.92;7;5;1.75;1.2
recouru;1.92;7;6;1.65;1.55
recourut;1.92;8;6;1.8;1.55
recouvra;2.02;8;7;1.8;1.65
recouvré;2.02;8;7;1.8;1.6
recouvrée;2.02;9;7;1.8;1.6
recouvrées;2.02;10;7;2.25;1.6
recouvrer;2.02;9;7;1.85;1.6
recouvrerait;2.02;12;9;2.55;2.5
recouvrés;2.02;9;7;1.8;1.6
recréé;2.23;6;6;1.7;1.85
recréée;2.23;7;6;1.75;1.85
recréées;2.23;8;6;2.2;1.85
recréer;2.23;7;6;1.85;1.85
rectiligne;0.16;10;8;3.4;3.1
rédacteur;4.95;9;8;2.4;2.55
rédacteurs;4.95;10;8;2.45;2.55
rédactrice;4.95;10;9;2.8;2.85
rédactrices;4.95;11;9;3.05;2.85
redingote;0.81;9;7;3.6;3.05
redingotes;0.81;10;7;3.75;3.05
réformé;1.92;21;21;5.1;5.1
réformés;1.92;24;21;5.1;5.1
regardante;0.65;10;8;2.6;2.35
regardants;0.65;10;7;2.55;1.65
réintégrait;2.94;11;8;2.4;2.25
réintégrant;2.94;11;8;2.45;2.35
réintègre;2.94;9;7;2.95;2.55
réintégré;2.94;9;8;2.3;2.25
réintégrer;2.94;10;8;2.4;2.25
réintégrés;2.94;10;8;2.35;2.25
relaie;2.63;6;4;1.65;1
relaient;2.63;8;4;1.6;1
relaiera;2.63;8;6;2;1.7
relata;1.18;6;6;1.75;1.7
relataient;1.18;10;6;1.9;1.55
relatait;1.18;8;6;1.7;1.55
relatant;1.18;8;6;1.8;1.7
relate;1.18;6;5;1.6;1.65
relaté;1.18;6;6;1.65;1.5
relatée;1.18;7;6;1.65;1.5
relatées;1.18;8;6;1.8;1.5
relatent;1.18;8;5;1.8;1.65
relater;1.18;7;6;1.7;1.5
relatés;1.18;7;6;1.7;1.5
relayaient;2.63;10;6;2.1;1.6
relayait;2.63;8;6;1.75;1.6
relayant;2.63;8;6;1.8;1.65
relaye;2.63;6;5;1.5;1.75
relayé;2.63;6;6;1.65;1.55
relayée;2.63;7;6;1.7;1.55
relayées;2.63;8;6;1.85;1.55
relayer;2.63;7;6;1.55;1.55
relayés;2.63;7;6;1.75;1.55
relayons;2.63;8;6;2.1;1.6
relègue;0.54;7;5;2.3;1.9
relégué;0.69;21;18;6.45;5.25
reléguée;0.69;24;18;6.9;5.25
reléguer;0.54;8;6;2.15;1.75
relégués;0.69;24;18;7.05;5.25
relique;2.59;7;5;1.8;1.6
reliques;2.59;8;5;1.9;1.6
reluisant;0.81;18;14;3.9;4.2
reluquaient;2.16;11;6;2.65;1.75
reluquais;2.16;9;6;2.6;1.75
reluquait;2.16;9;6;2.45;1.75
reluquant;2.16;9;6;2.5;1.8
reluque;2.16;7;5;1.7;1.7
reluqué;2.16;7;6;2.3;1.65
reluquée;2.16;8;6;2.35;1.65
reluquent;2.16;9;5;2.5;1.7
reluquer;2.16;8;6;1.95;1.65
reluques;2.16;8;5;1.9;1.7
reluqués;2.16;8;6;2.4;1.65
remaria;6.25;7;7;1.85;1.7
remariait;6.25;9;7;1.95;1.7
remariant;6.25;9;7;2.15;1.65
remarie;6.25;7;6;1.65;1.85
remarié;6.25;7;7;1.75;1.6
remariée;6.25;8;7;1.8;1.6
remarient;6.25;9;6;1.95;1.85
remarier;6.25;8;7;1.75;1.6
remariera;6.25;9;8;1.85;1.95
remarierait;6.25;11;8;2.2;1.9
remaries;6.25;8;6;1.8;1.85
remariez;6.25;8;7;1.85;1.6
remblai;0.09;7;5;2.05;1.8
remblais;0.09;8;5;2.1;1.8
remerciement;5.52;12;9;3.05;2.65
remerciements;5.52;13;9;3.5;2.65
remue-ménage;0.78;12;9;5.15;3.75
rêne;2.23;4;3;1.7;1
rênes;2.23;5;3;1.75;1
renferma;3.25;8;7;1.8;1.7
renfermait;3.25;10;7;1.85;1.7
renfermant;3.25;10;7;2.05;1.7
renferme;3.25;8;6;1.65;1.7
renferment;3.25;10;6;1.9;1.7
renfermer;3.25;9;7;1.8;1.7
renfermez;3.25;9;7;1.8;1.7
renfrogné;0.57;18;14;5;5.1
renfrognée;0.57;20;14;5.7;5.1
renfrognés;0.57;20;14;5.6;5.1
rengaine;2.08;16;10;4.4;3.5
rengaines;1.48;9;5;2.35;1.75
renommée;3.63;24;18;6.6;5.7
renvoi;3.5;6;5;2;1.9
renvois;3.5;7;5;1.75;1.9
répertoire;2.17;10;9;3.1;3.45
répertoires;2.17;11;9;3.25;3.45
représailles;3.07;12;8;4.25;2.95
reprisait;0.64;9;7;2.1;1.85
reprisant;0.64;9;7;1.95;1.85
reprisé;0.64;7;7;1.8;1.85
reprisée;0.64;8;7;1.95;1.85
reprisent;0.64;9;6;1.85;1.65
repriser;0.64;8;7;1.85;1.85
réprobation;0.04;11;10;2.95;2.9
répulsion;0.56;9;8;2.45;2.35
requin;12.24;6;4;1.85;1.3
requins;12.24;7;4;1.85;1.3
réquisitionne;2.12;13;10;2.65;3.35
réquisitionné;2.12;13;11;2.8;3.15
réquisitionnée;2.12;14;11;3.05;3.15
réquisitionnées;2.12;15;11;3.25;3.15
réquisitionner;2.12;14;11;2.85;3.15
réquisitionnés;2.12;14;11;2.9;3.15
réquisitionnez;2.12;14;11;3;3.15
réservoir;8.53;9;9;2.6;2.8
réservoirs;8.53;10;9;2.85;2.8
résine;0.84;6;5;1.55;1.5
résines;0.84;7;5;1.8;1.5
résolument;0.39;10;8;2.75;2.8
résonance;0.71;9;7;2.75;2.3
résonances;0.71;10;7;2.85;2.3
resplendir;2.42;10;9;3.2;2.7
resplendis;2.42;10;8;2.9;2.9
resplendissait;2.42;14;10;3.35;3.15
resplendisse;2.42;12;9;3.25;2.8
resplendit;2.42;10;8;3.05;2.9
ressac;0.14;6;5;1.95;1.95
ressassais;1.31;10;6;2.6;1.65
ressassait;1.31;10;6;2.55;1.65
ressassant;1.31;10;6;2.55;1.7
ressasse;1.31;8;5;1.9;1.6
ressassé;1.31;8;6;2.15;1.55
ressassées;1.31;10;6;2.45;1.55
ressassent;1.31;10;5;2.15;1.6
ressasser;1.31;9;6;2;1.55
ressassés;1.31;9;6;2.35;1.55
ressentiment;1.83;12;8;2.4;2.2
ressentiments;1.83;13;8;2.85;2.2
restauration;2.96;12;10;3.55;2.9
restaurations;2.96;13;10;3.65;2.9
retape;3.56;12;10;3.4;3.3
retouche;3.28;16;10;3.2;3.3
retouches;3.28;18;10;3.5;3.3
rétracta;1.71;8;8;2.35;2.1
rétractait;1.71;10;8;2.5;1.95
rétractant;1.71;10;8;2.5;2.05
rétracte;1.71;8;7;1.9;2
rétracté;1.71;8;8;2.2;2.15
rétractée;1.71;9;8;2.2;2.15
rétractent;1.71;10;7;2.45;2
rétracter;1.71;9;8;2.05;2.15
rétractés;1.71;9;8;2.3;2.15
rétractez;1.71;9;8;2.35;2.15
rétro;2.04;10;10;3.8;3.7
rétroviseur;0.93;11;10;3.65;4.05
rétroviseurs;0.93;12;10;4.05;4.05
rêvassais;0.92;9;6;2.6;1.85
rêvassait;0.92;9;6;2.35;1.85
rêvassant;0.92;18;12;4.7;3.7
rêvasse;0.92;7;5;1.85;1.75
rêvasser;0.92;8;6;2.3;1.8
réveillon;4.64;9;6;2.1;1.6
revendiqua;2.89;10;8;2.3;2.25
revendiquais;2.89;12;8;2.7;2.2
revendiquait;2.89;12;8;2.55;2.2
revendiquant;2.89;12;8;2.7;2.3
revendique;2.89;10;7;2.25;1.75
revendiqué;2.89;10;8;2.55;2.3
revendiquée;2.89;11;8;2.8;2.3
revendiquent;2.89;12;7;2.55;1.75
revendiquer;2.89;11;8;2.5;2.3
revendiquez;2.89;11;8;2.6;2.3
revendiquons;2.89;12;8;3.1;2.3
révolu;2.25;6;6;1.8;1.8
révolue;2.25;7;6;1.6;1.8
révolues;2.25;8;6;1.75;1.8
révolus;2.25;7;6;1.75;1.8
rhume;8.17;5;3;1.85;1
rhumes;8.17;6;3;1.9;1
ridiculisais;7.54;12;10;2.6;2.75
ridiculisait;7.54;12;10;2.65;2.75
ridiculisant;7.54;12;10;2.8;2.75
ridiculise;7.54;10;9;2.05;2.6
ridiculisé;7.54;10;10;2.25;2.55
ridiculisée;7.54;11;10;2.3;2.55
ridiculisées;7.54;12;10;2.5;2.55
ridiculisent;7.54;12;9;2.55;2.6
ridiculiser;7.54;11;10;2.1;2.55
ridiculises;7.54;11;9;2;2.6
ridiculisés;7.54;11;10;2.35;2.55
rigolo;10.24;12;12;3.7;3.4
rigolos;10.24;14;12;3.7;3.4
rimaient;6.89;8;4;1.5;1.05
rimait;6.89;6;4;1.35;1.05
rimé;6.89;4;4;1.2;1.05
riment;6.89;6;3;1.3;1
rimer;6.89;5;4;1.15;1.05
rimés;6.89;5;4;1.45;1.05
rimez;6.89;5;4;1.5;1.05
ring;6.49;4;3;1.6;1.3
rings;6.49;5;3;1.9;1.3
riposta;3.61;7;7;2.1;2.15
ripostaient;3.61;11;7;2.7;2.1
ripostais;3.61;9;7;2.4;2.1
ripostant;3.61;9;7;2.3;2.2
riposté;3.61;7;7;2.4;2.05
ripostent;3.61;9;6;2.25;1.95
riposter;3.61;8;7;2.05;2.05
rivalisaient;1.99;12;8;2.7;2.3
rivalisait;1.99;10;8;2.65;2.3
rivalisant;1.99;10;8;2.65;2.4
rivalise;1.99;8;7;2.3;2.2
rivalisé;1.99;8;8;2.25;1.8
rivalisent;1.99;10;7;2.45;2.2
rivaliser;1.99;9;8;2.25;1.8
rivalité;2.25;8;8;2.35;2.35
rivalités;2.25;9;8;2.55;2.35
rogne;4.07;10;6;2.8;2.6
ronchonnant;0.41;11;6;2.5;1.75
ronchonne;1.09;27;15;6.6;5.85
ronchonné;0.41;9;6;2.45;1.75
ronchonnent;0.41;11;5;2.6;1.95
ronchonner;0.41;10;6;2.3;1.75
rondelle;1.16;8;5;2.45;1.9
rondelles;1.16;9;5;2.65;1.9
rosés;1.36;10;8;2.7;2
rosier;0.85;6;5;1.6;1.45
rosiers;0.85;7;5;1.8;1.45
rôtir;2.9;5;5;1.8;1.6
rôtissant;2.9;9;6;2.15;1.7
rôtissent;2.9;9;5;2.15;1.6
rôtit;2.9;5;4;1.8;1.35
rougeâtre;0.17;9;6;2.8;2.45
rougeâtres;0.17;10;6;3.15;2.45
rougeaud;0.14;16;8;5.2;3.4
rougeoyant;0.66;20;14;5;4
roulotte;1.59;8;5;1.8;1.8
roulottes;1.59;9;5;1.95;1.8
rousseur;1.45;8;5;1.8;1.55
rousseurs;1.45;9;5;2.05;1.55
roussi;1.27;18;12;4.65;3.45
roussis;1.27;21;12;4.5;3.45
rusa;3.12;4;4;1.5;1.45
rusais;3.12;6;4;1.8;1.5
rusait;3.12;6;4;1.65;1.5
rusant;3.12;6;4;1.6;1.5
rusent;3.12;6;3;1.75;1
ruser;3.12;5;4;1.5;1.45
rustiques;1.29;9;6;2.5;1.95
rutilant;0.44;16;12;3.8;3.4
saccadées;1.17;9;6;2.25;1.85
saccades;0.01;8;5;1.9;1.75
sachet;4.38;6;4;1.6;1
sachets;4.38;7;4;1.85;1
sacrement;2.45;9;7;2.1;2.25
sacrements;2.45;10;7;2.6;2.25
sacrilège;2.67;18;16;6.8;6
sacrilèges;2.67;20;16;7;6
sacristie;1.23;9;8;2.6;2.55
sacristies;1.23;10;8;2.7;2.55
sadique;4.89;14;10;3.7;3.7
sadiques;4.89;16;10;4.4;3.7
saignante;1.94;9;5;1.75;1.65
saignantes;1.94;10;5;2.05;1.65
saignants;1.94;9;4;1.75;1
saillies;0.68;8;4;1.85;1.1
sainteté;4.74;8;5;2.8;1.9
saintetés;4.74;9;5;3.25;1.9
saisissante;0.61;11;7;2.5;1.95
saisissantes;0.61;12;7;2.65;1.95
saisissants;0.61;11;6;2.45;1.65
salopard;21.8;8;7;2.7;2.5
salopards;21.8;9;7;2.8;2.5
salopette;0.59;9;7;2.65;2.4
salopettes;0.59;10;7;2.7;2.4
sanatorium;1.69;10;10;3.9;4.6
sanatoriums;1.69;11;10;4.4;4.6
sanction;2.35;8;6;2.4;1.95
sanctions;2.35;9;6;2.05;1.95
sapeur;0.78;6;5;1.7;1.5
sapeurs;0.78;7;5;1.8;1.5
sarcasme;2.37;8;7;2.65;2.7
sarcasmes;2.37;9;7;2.7;2.7
saturait;1.81;8;6;1.85;1.5
sature;1.81;6;5;1.5;1.35
saturé;2.03;12;12;3.5;3.1
saturée;2.03;14;12;3.4;3.1
saturées;2.03;16;12;3.7;3.1
saturer;1.81;7;6;1.75;1.55
saturés;2.03;14;12;3.6;3.1
satyre;0.99;6;5;1.85;1.4
satyres;0.99;7;5;1.9;1.4
saumons;5.92;7;4;1.7;1.4
saupoudrant;0.57;11;7;2.7;2.3
saupoudre;0.57;9;6;2.2;2.25
saupoudré;0.57;9;7;2.55;2.15
saupoudrée;0.57;10;7;2.45;2.15
saupoudrées;0.57;11;7;2.7;2.15
saupoudrer;0.57;10;7;2.35;2.15
saupoudrés;0.57;10;7;2.6;2.15
saupoudrez;0.57;10;7;2.6;2.15
savamment;0.03;9;6;2.9;2
savoyard;0.5;16;16;5.4;5.7
savoyarde;0.5;18;18;6.3;7.5
savoyards;0.5;18;16;6;5.7
sceau;3.72;5;2;2.15;1
sceaux;3.72;6;2;2.25;1
scepticisme;0.62;11;9;4.3;3.2
scintillante;1.1;12;7;3.1;2.25
scintillantes;1.1;13;7;3.35;2.25
scintillants;1.1;12;6;3;1.65
sciure;0.69;6;4;1.95;1.75
scout;5.67;10;8;3.7;3.3
scoute;5.67;12;8;3.5;3.3
scouts;5.67;12;8;3.8;3.3
secondait;1.76;9;6;2.25;2
secondé;1.76;7;6;1.9;1.95
secondée;1.76;8;6;2.2;1.95
secondent;1.76;9;5;2.3;1.85
seconder;1.76;8;6;1.85;1.95
secondés;1.76;8;6;2.05;1.95
secourait;6.05;9;6;1.8;1.6
secourions;6.05;10;7;2.6;2.15
secourir;6.05;8;7;1.95;1.95
secouru;6.05;7;6;1.7;1.65
secourue;6.05;8;6;1.8;1.65
secourues;6.05;9;6;2.05;1.65
séculaire;0.26;9;7;2.5;1.8
séculaires;0.26;10;7;2.7;1.8
seigneurie;3;10;6;3.05;2.35
seigneuries;3;11;6;3.2;2.35
semence;4.8;7;5;2.35;1.9
semences;4.8;8;5;2.45;1.9
séminaire;3.58;9;7;2.65;2.15
séminaires;3.58;10;7;2.7;2.15
sénéchal;0.01;8;7;3.55;2.8
sénégalais;0.25;20;16;7.1;6.6
sénégalaise;0.25;22;18;7.2;7.3
sénégalaises;0.25;24;18;8;7.3
sentence;7.7;8;5;2.65;1.85
sentences;7.7;9;5;2.65;1.85
séquence;7.61;8;5;2.65;1.9
séquences;7.61;9;5;2.65;1.9
serpe;0.01;5;4;1.75;1.25
serpentait;0.09;10;7;2.55;1.85
serpentant;0.09;20;14;4.9;3.9
serpente;0.09;8;6;1.75;1.5
serpentent;0.09;10;6;2.3;1.5
serpillière;1.85;11;8;4.3;2.9
serpillières;1.85;12;8;4.5;2.9
sévi;3.23;4;4;1.9;1.75
sévir;3.23;5;5;1.85;1.7
sévirai;3.23;7;6;2.2;1.8
sévissaient;3.23;11;6;2.25;1.75
sévissait;3.23;9;6;2.05;1.75
sévisse;3.23;7;5;1.95;1.7
sévissent;3.23;9;5;2.1;1.7
sévit;3.23;5;4;1.85;1.75
sexualité;6.02;9;10;2.95;3.4
shootais;6.84;8;4;2.35;1.25
shootait;6.84;8;4;2.4;1.25
shootant;6.84;8;4;2.4;1.3
shoote;6.84;6;3;1.65;1
shooté;6.84;6;4;1.95;1.05
shootée;6.84;7;4;2.2;1.05
shootent;6.84;8;3;2.4;1
shooter;6.84;7;4;1.8;1.05
shootes;6.84;7;3;1.8;1
sibérien;0.83;16;14;5.1;5.1
sibériens;0.83;18;14;5.3;5.1
sida;5.02;4;4;1.65;1.3
siégé;2.87;5;5;1.9;1.7
siégeais;2.87;8;5;2.15;1.65
siégeait;2.87;8;5;1.9;1.65
siégeant;2.87;8;5;2;1.75
siègent;2.87;7;4;1.95;1.55
siégeons;2.87;8;5;2.35;1.75
siéger;2.87;6;5;1.8;1.7
significatif;1.81;12;11;3.45;4.25
significatifs;1.81;13;11;3.75;4.25
significative;1.81;13;11;3.8;4.3
significatives;1.81;14;11;4;4.3
silex;0.33;5;6;1.95;2.3
simula;5.46;6;6;1.85;1.65
simulacre;0.84;9;8;2.85;2.85
simulacres;0.84;10;8;3.2;2.85
simulaient;5.46;10;6;2.3;1.6
simulais;5.46;8;6;2.3;1.6
simulait;5.46;8;6;2.05;1.6
simulant;5.46;8;6;1.85;1.7
simule;5.46;6;5;1.6;1.7
simulent;5.46;8;5;1.9;1.7
simuler;5.46;7;6;1.75;1.6
simules;5.46;7;5;1.7;1.7
simulons;5.46;8;6;2.35;1.7
simultanément;1.29;13;11;4.6;4.65
sinueuse;0.97;8;6;2.6;2.5
sinueuses;0.97;9;6;2.65;2.5
sinueux;0.97;7;5;2.6;1.8
sirotaient;1.59;10;6;2.25;1.85
sirotais;1.59;8;6;2.35;1.85
sirotait;1.59;8;6;1.9;1.85
sirotant;1.59;8;6;1.9;1.85
sirote;1.59;6;5;1.85;1.95
siroté;1.59;6;6;1.95;1.8
sirotent;1.59;8;5;1.95;1.95
siroter;1.59;7;6;1.95;1.8
site;17.17;4;3;1.3;1
sites;17.17;5;3;1.5;1
smoking;4.9;7;6;2.85;2.95
smokings;4.9;8;6;3.2;2.95
snob;3.1;8;8;3.7;4
snobs;3.1;10;8;3.6;4
sobre;6.18;5;4;1.85;1.85
sobres;6.18;6;4;1.85;1.85
sobriquet;0.52;9;7;2.85;2.8
sobriquets;0.52;10;7;3.05;2.8
sofa;4.77;4;4;1.7;1.45
